director_name,actor_1_name,actor_2_name,actor_3_name,genres,language,imdb_score,movie_title
Steven Soderbergh,Don Cheadle,Albert Brooks,Keith Hudson,Crime Drama Romance Thriller,English,7.0,out of sight
Ben Stiller,Matthew Broderick,Janeane Garofalo,Andy Dick,Comedy Drama Thriller,English,6.0,the cable guy
Deepa Mehta,Nandita Das,Gulshan Grover,Eric Peterson,Drama Romance War,Hindi,7.8,earth
Warren Beatty,Charlie Korsmo,Warren Beatty,Seymour Cassel,Action Comedy Crime Music Romance Thriller,English,6.1,dick tracy
John McTiernan,Mark Margolis,Faye Dunaway,Denis Leary,Crime Romance Thriller,English,6.8,the thomas crown affair
Penny Marshall,Rosie Perez,Adam Garcia,Alissa Dean,Biography Comedy Drama,English,6.4,riding in cars with boys
Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama,English,7.7,first blood
Andrei Tarkovsky,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,Drama Mystery Sci-Fi,Russian,8.1,solaris
Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,Adventure Animation Comedy Family Fantasy,English,4.5,happily n'ever after
Stephen Frears,Julia Roberts,Bronagh Gallagher,George Cole,Drama Horror Romance Thriller,English,5.8,mary reilly
P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett,Comedy Romance,English,6.3,my best friend's wedding
Joe Roth,Julia Roberts,Rainn Wilson,Larry King,Comedy Romance,English,5.7,america's sweethearts
Christopher Nolan,Al Pacino,Maura Tierney,Crystal Lowe,Drama Mystery Thriller,English,7.2,insomnia
Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,Action Adventure Drama Sci-Fi Thriller,English,7.6,star trek: first contact
Jimmy Hayward,Michael Fassbender,Billy Blair,Julia Jones,Action Drama Fantasy Thriller Western,English,4.7,jonah hex
Edward Zwick,Denzel Washington,Matt Damon,Scott Glenn,Action Drama Mystery Thriller War,English,6.6,courage under fire
Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,Comedy Fantasy Romance,English,6.8,liar liar
Brad Furman,Joseph Gilgun,Amy Ryan,Olympia Dukakis,Biography Crime Drama Thriller,English,7.3,the infiltrator
Terence Young,Laurence Olivier,Ben Gazzara,Jacqueline Bisset,Drama History War,English,2.7,inchon
Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,Comedy Family Fantasy,English,4.8,the flintstones
Olivier Megaton,Liam Neeson,Luke Grimes,D.B. Sweeney,Action Crime Thriller,English,6.3,taken 2
David Zucker,Regina Hall,Pamela Anderson,Jenny McCarthy,Comedy,English,5.5,scary movie 3
Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns,Action Comedy Crime Romance,English,6.2,miss congeniality
Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem,Action Adventure Family Fantasy Sci-Fi,English,5.8,journey to the center of the earth
Garry Marshall,Anne Hathaway,Raven-Symoné,Hector Elizondo,Comedy Family Romance,English,5.7,the princess diaries 2: royal engagement
Alan J. Pakula,Denzel Washington,Julia Roberts,Tony Goldwyn,Crime Drama Mystery Thriller,English,6.5,the pelican brief
Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Brad Renfro,Crime Drama Mystery Thriller,English,6.7,the client
Rob Reiner,Morgan Freeman,Noel Gugliemi,Sean Hayes,Adventure Comedy Drama,English,7.4,the bucket list
Phillip Noyce,Harrison Ford,Polly Walker,Patrick Bergin,Action Thriller,English,6.9,patriot games
Robert Luketic,Adam Scott,Jane Fonda,Elaine Stritch,Comedy Romance,English,5.5,monster-in-law
Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,Crime Drama Mystery Thriller,English,8.1,prisoners
Antoine Fuqua,Denzel Washington,Snoop Dogg,Tom Berenger,Crime Drama Thriller,English,7.7,training day
Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,Adventure Comedy Sci-Fi,English,7.3,galaxy quest
Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,Andy Richter,Comedy,English,5.2,scary movie 2
James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire,Adventure Comedy Family Musical,English,7.1,the muppets
Stephen Norrington,Sanaa Lathan,Traci Lords,Udo Kier,Action Horror,English,7.1,blade
Thomas Carter,Channing Tatum,Rick Gonzalez,Robert Ri'chard,Drama Sport,English,7.2,coach carter
Roger Michell,Sydney Pollack,Matt Malloy,Bruce Altman,Drama Thriller,English,6.5,changing lanes
Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,Action Adventure Horror Thriller,English,4.6,anaconda
David McNally,Adam Garcia,Tyra Banks,Izabella Miko,Comedy Drama Music Romance,English,5.6,coyote ugly
Richard Curtis,Colin Firth,Liam Neeson,Kris Marshall,Comedy Drama Romance,English,7.7,love actually
John Lasseter,Kevin Spacey,Madeline Kahn,John Ratzenberger,Adventure Animation Comedy Family Fantasy,English,7.2,a bug's life
Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Horror Mystery Thriller,English,6.8,from hell
Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,Action Crime Drama Romance Thriller,English,5.4,the specialist
Ron Shelton,Don Johnson,Cheech Marin,Rene Russo,Comedy Drama Romance Sport,English,6.3,tin cup
Melville Shavelson,Lucille Ball,Tom Bosley,Tim Matheson,Comedy Family,English,7.2,"yours, mine and ours"
Jesse Dylan,Josh Hutcherson,Will Ferrell,Robert Duvall,Comedy Family Romance Sport,English,5.6,kicking & screaming
Garth Jennings,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,Adventure Comedy Sci-Fi,English,6.8,the hitchhiker's guide to the galaxy
Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,Comedy Family Fantasy Romance,English,4.3,fat albert
Russell Mulcahy,Milla Jovovich,Mike Epps,James Tumminia,Action Horror Sci-Fi Thriller,English,6.3,resident evil: extinction
Frank Coraci,Bella Thorne,Adam Sandler,Joel McHale,Comedy Romance,English,6.5,blended
Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,Adventure Comedy Drama,English,6.4,last holiday
Curtis Hanson,Meryl Streep,Glenn Morshower,William Lucking,Action Adventure Crime Thriller,English,6.3,the river wild
Frank Oz,Steve Coogan,Vincent Kartheiser,David Keith,Drama Family Fantasy,English,5.9,the indian in the cupboard
Oliver Stone,Demián Bichir,Shea Whigham,Gary Stretch,Crime Drama Thriller,English,6.5,savages
David R. Ellis,Richard Burgi,Valerie Cruz,Will Beinbrink,Action Crime Thriller,English,6.5,cellular
Peter Howitt,Kevin McNally,Natalie Imbruglia,Ben Miller,Action Adventure Comedy,English,6.1,johnny english
John A. Davis,Nicolas Cage,Meryl Streep,Julia Roberts,Adventure Animation Comedy Family Fantasy,English,5.9,the ant bully
David Lynch,Virginia Madsen,Jürgen Prochnow,José Ferrer,Action Adventure Sci-Fi,English,6.6,dune
Julie Taymor,Jim Sturgess,T.V. Carpio,Robert Clohessy,Drama Fantasy Musical Romance,English,7.4,across the universe
Sam Mendes,Leonardo DiCaprio,Kate Winslet,Joe Komara,Drama Romance,English,7.3,revolutionary road
Richard Donner,Bruce Willis,David Zayas,Sasha Roiz,Action Crime Drama Thriller,English,6.6,16 blocks
Mathieu Kassovitz,Vin Diesel,Charlotte Rampling,David Belle,Action Adventure Sci-Fi Thriller,English,5.6,babylon a.d.
John Gray,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,Action Comedy Crime Drama Thriller,English,5.3,the glimmer man
Harold Ramis,John de Lancie,Brian Doyle-Murray,Obba Babatundé,Comedy Romance Sci-Fi,English,6.0,multiplicity
John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,Adventure Comedy Family Fantasy Sci-Fi,English,5.4,aliens in the attic
Sean Penn,Costas Mandylor,Adrien Dorval,Nels Lennarson,Crime Drama Mystery Thriller,English,6.8,the pledge
Susan Stroman,Jon Lovitz,Will Ferrell,Matthew Broderick,Comedy Musical,English,6.4,the producers
Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,Action Sci-Fi,English,7.1,dredd
Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,Action Adventure Comedy Fantasy,English,4.9,the phantom
Billy Bob Thornton,Matt Damon,Henry Thomas,Sam Shepard,Drama Romance Western,English,5.8,all the pretty horses
Oliver Stone,Anthony Hopkins,Bob Hoskins,Joan Allen,Biography Drama History,English,7.1,nixon
Roman Polanski,Jim Belushi,Olivia Williams,Timothy Hutton,Mystery Thriller,English,7.2,the ghost writer
Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,Action Adventure Horror Sci-Fi,English,6.0,deep rising
Spike Lee,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,Action Crime Drama Thriller War,English,6.0,miracle at st. anna
Yimou Zhang,Li Gong,Ye Liu,Man Li,Drama Romance,Mandarin,7.0,curse of the golden flower
Danny Pang,Nicolas Cage,Charlie Yeung,James With,Action Crime Thriller,English,5.4,bangkok dangerous
Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,Comedy Crime Thriller,English,6.5,big trouble
Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,Drama Romance,English,6.4,love in the time of cholera
unknown,Pierre Perrier,Clotilde Hesme,Céline Sallette,Drama Fantasy Horror Mystery,French,8.3,the returned            
George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,Action Thriller,English,4.9,shadow conspiracy
Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,Action Adventure Comedy Crime,English,6.3,johnny english reborn
Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,Action Animation Comedy Family Fantasy,English,1.7,foodfight!
Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,Biography Drama History Thriller,English,7.7,argo
Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,Action Adventure Crime Drama Mystery Thriller,English,7.8,the fugitive
Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,Action Comedy Romance,English,5.5,the bounty hunter
Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,Crime Drama Thriller,English,7.5,sleepers
George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,Action Adventure Thriller War,English,6.4,rambo: first blood part ii
Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,Drama Thriller,English,5.6,the juror
Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,Animation Family Fantasy Musical,English,7.5,pinocchio
Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,Adventure Drama Western,English,6.8,heaven's gate
Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,Action Adventure Fantasy Sci-Fi Thriller,English,6.8,underworld: evolution
Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Drama Horror Sci-Fi Thriller,English,6.0,victor frankenstein
Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,Drama,English,7.3,finding forrester
Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,Comedy Drama,English,6.0,28 days
Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,Action Crime Drama Thriller,English,7.0,unleashed
Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,Comedy Romance,English,5.1,the sweetest thing
Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,Drama Mystery Thriller,English,6.8,the firm
Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,Drama Fantasy Romance,English,6.5,charlie st. cloud
Simon West,Jason Statham,Tony Goldwyn,Mini Anden,Action Crime Thriller,English,6.6,the mechanic
Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,Action Comedy Crime,English,7.2,21 jump street
Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,Comedy Drama Romance,English,7.0,notting hill
Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure Animation Comedy Drama Family,English,7.0,chicken run
John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,Comedy Romance,English,5.9,along came polly
Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy Drama Romance,English,5.4,boomerang
Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,Action Comedy Crime,English,6.6,the heat
Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,Biography Drama History Romance,English,7.0,cleopatra
Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action Comedy Sport,English,6.5,here comes the boom
Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,Crime Drama Mystery Thriller,English,6.3,high crimes
Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy Drama Romance,English,6.5,the mirror has two faces
Mark Pellington,Debra Messing,Will Patton,David Eigenberg,Drama Horror Mystery Thriller,English,6.5,the mothman prophecies
Larry Charles,Bono,Elton John,Slash,Comedy,English,5.8,brüno
John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action Adventure Thriller,English,6.6,licence to kill
Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,Fantasy Horror Mystery Thriller,English,5.4,red riding hood
John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,Action Crime Drama Thriller,English,6.1,15 minutes
Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure Comedy Family Fantasy Sci-Fi,English,4.0,super mario bros.
Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,Crime Drama Thriller,English,7.6,lord of war
Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Action Adventure History,Mandarin,7.9,hero
Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action Comedy Crime Romance Thriller,English,5.3,one for the money
Evan Goldberg,James Franco,Randall Park,Anders Holm,Comedy,English,6.6,the interview
Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,Action Fantasy Western,English,6.3,the warrior's way
unknown,Tim Conway,Gavin MacLeod,Bob Hastings,Comedy War,English,7.5,mchale's navy            
Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,Action Comedy Crime,French,7.2,micmacs
Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,Drama Music,English,7.0,8 mile
Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,Adventure Animation Comedy Family,French,4.9,animal kingdom: let's go ape
Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,Action Adventure Romance,English,6.9,a knight's tale
Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action Comedy Fantasy,English,5.2,the medallion
M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,Drama Mystery Thriller,English,8.1,the sixth sense
Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,Action Crime Thriller,English,6.6,man on a ledge
David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,English,6.2,the big year
John G. Avildsen,Martin Kove,William Zabka,William Bassett,Action Drama Family Sport,English,7.2,the karate kid
David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,Crime Drama,English,7.3,american hustle
Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy Drama Romance,English,6.7,the proposal
Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime Mystery Thriller,English,6.4,double jeopardy
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,English,7.8,back to the future part ii
Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action Sci-Fi Thriller,English,6.4,lucy
Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,Drama Romance,English,4.1,fifty shades of grey
Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,English,4.1,spy kids 3-d: game over
Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,Crime Drama Thriller,English,7.4,a time to kill
Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy Family,English,5.8,cheaper by the dozen
Peter Berg,Jerry Ferrara,Scott Elrod,Dan Bilzerian,Action Biography Drama Thriller War,English,7.6,lone survivor
Penny Marshall,Tom Hanks,Lori Petty,Rosie O'Donnell,Comedy Drama Sport,English,7.2,a league of their own
James Wan,Javier Botet,Frances O'Connor,Robin Atkin Downes,Horror Mystery Thriller,English,7.8,the conjuring 2
David Fincher,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,Biography Drama,English,7.7,the social network
Ken Kwapis,Carmen Perez,Sabrina Revelle,Sachiko Ishida,Comedy Drama Romance,English,6.4,he's just not that into you
David Zucker,Beau Mirchoff,Carmen Electra,Regina Hall,Comedy,English,5.1,scary movie 4
Wes Craven,Kelly Rutherford,Roger Jackson,Nancy O'Dell,Horror Mystery,English,5.5,scream 3
Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi Western,English,7.4,back to the future part iii
Etan Cohen,Will Ferrell,Alison Brie,Craig T. Nelson,Comedy Crime,English,6.0,get hard
Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman,Fantasy Horror Romance,English,7.5,bram stoker's dracula
Nora Ephron,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,Biography Drama Romance,English,7.0,julie & julia
Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,Biography Drama Sport,English,7.5,42
Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,Crime Drama Thriller,English,7.3,the talented mr. ripley
Bobby Farrelly,Bill Murray,Kathleen Turner,Rob Riggle,Comedy,English,5.7,dumb and dumber to
Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure Drama Family,English,7.3,eight below
Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,Comedy Drama,English,7.2,the intern
Tim Story,Olivia Munn,Nadine Velazquez,Bruce McGill,Action Comedy,English,5.9,ride along 2
Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,English,7.8,the last of the mohicans
Taylor Hackford,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,Biography Drama Music,English,7.7,ray
Frank Miller,Rosario Dawson,Powers Boothe,Jason Douglas,Crime Thriller,English,8.1,sin city
Pete Travis,Dennis Quaid,Edgar Ramírez,William Hurt,Crime Drama Mystery Thriller,English,6.6,vantage point
John Hamburg,J.K. Simmons,Jon Favreau,Jane Curtin,Comedy Romance,English,7.1,"i love you, man"
Bobby Farrelly,Jason Alexander,Bruce McGill,Susan Ward,Comedy Drama Fantasy Romance,English,5.9,shallow hal
Oliver Stone,Sally Kirkland,Jay O. Sanders,Cheryl Penland,Drama History Thriller,English,8.0,jfk
John Whitesell,Chloë Grace Moretz,Nia Long,Marisol Nichols,Comedy Crime,English,4.6,big momma's house 2
Gore Verbinski,J.K. Simmons,Brad Pitt,Julia Roberts,Adventure Comedy Crime Romance,English,6.1,the mexican
Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,English,7.2,unbroken
Burr Steers,Matthew Perry,Hunter Parrish,Thomas Lennon,Comedy Drama Family Fantasy Romance,English,6.4,17 again
Nick Cassavetes,Don Johnson,Kate Upton,David Thornton,Comedy Romance,English,6.0,the other woman
David R. Ellis,Krista Allen,Andrew Fiscella,Shantel VanSanten,Horror,English,5.2,the final destination
Steven Spielberg,Tom Hanks,Mark Rylance,Amy Ryan,Drama History Thriller,English,7.6,bridge of spies
John Moore,Joaquim de Almeida,David Keith,Sam Jaeger,Action Drama Thriller War,English,6.4,behind enemy lines
Nicholas Stoller,Pink,Mario Lopez,Lino Facioli,Comedy Music,English,6.4,get him to the greek
Peter Chelsom,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,Comedy Drama Romance,English,6.1,shall we dance
Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,Action Adventure Comedy Family Sci-Fi,English,6.1,small soldiers
